impulso	impulso: n. boost, impulso: n. impetus, impulso: n. impulse, impulso: n. lift, impulso: n. urge
impunemente	impunemente: adv. with impunity
impunidade	impunidade: n. impunity
inaceitável	inaceitável: adj. unacceptable
inadmissível	inadmissível: adj. inadmissible
inalação	inalação: n. inhalation
inauguração	inauguração: n. inauguration
incapacidade	incapacidade: n. disability, incapacidade: n. inability
incapaz	incapaz: adj.mf.pl. incapable, incapaz: adj.mf.sg. incapable, incapaz: adj.mf.pl. unable, incapaz: adj.mf.sg. unable
incentivo	incentivo: n. incentive
incerteza	incerteza: n. uncertainty
incerto	incerto: adj. uncertain
incidente	incidente: n. incident
incitar	incitar: incite, incitar: prompt
inclinação	inclinação: n.f. inclination
inclinar	inclinar: incline
incluir	incluir: enclose, incluir: include
inclusivamente	inclusivamente: adv. included
inclusive	inclusive: adv. even, inclusive: adv. included
incompetência	incompetência: n. incompetence
incondicional	incondicional: adj. unconditional
incorporação	incorporação: n. incorporation
incorporar	incorporar: incorporate
incrível	incrível: adj. incredible
incrivelmente	incrivelmente: adv. incredibly, incrivelmente: adv. unbelievably
indefeso	indefeso: adj. defenceless
indefinido	indefinido: adj. indefinite
indemnização	indemnização: n. compensation
indenização	indenização: n. compensation
independência	independência: n. independence
independente	independente: adj. independent
independentemente	independentemente: adv. independently
indicação	indicação: n. indication
indicador	indicador: n. indicator
indicar	indicar: indicate
índice	índice: n. index, índice: n. rate, índice: n. rating
indiferente	indiferente: adj. indifferent
indígena	indígena: adj. native
indignação	indignação: n. indignation
índio	índio: adj. Indian
indirectamente	indirectamente: adv. indirectly
indiretamente	indiretamente: adv. indirectly
indispensável	indispensável: adj. indispensable
indistintamente	indistintamente: adv. indistinctly
individual	individual: adj. individual
individualmente	individualmente: adv. individually, individualmente: adv. on an individual basis
indivíduo	indivíduo: n. individual
indonésio	indonésio: adj. Indonesian
industria	industria: n. industry
indústria	indústria: n. industry
industrial	industrial: adj. industrial
industrializar	industrializar: industrialize
induzir	induzir: induce
inércia	inércia: n. inertia
inesperado	inesperado: adj. unexpected
inevitável	inevitável: adj. inevitable, inevitável: adj. unavoidable
inexplicavelmente	inexplicavelmente: adv. inexplicably
infância	infância: n. child
infante	infante: n. child
infantil	infantil: adj. childish
infecção	infecção: n. infection
infectar	infectar: infect
inferior	inferior: adj. bottom, inferior: adj. inferior
inferno	inferno: n. hell
infinito	infinito: n. infinite, infinito: adj. infinite
inflação	inflação: n. inflation
inflamável	inflamável: adj. flammable, inflamável: adj. inflammable
influência	influência: n. influence
influir	influir: influence
informação	informação: n. information
informal	informal: adj. informal
informar	informar: brief, informar: inform, informar: report
informativo	informativo: adj. informational, informativo: adj. informative
infra-estrutura	infra-estrutura: n. infrastructure
infrequente	infrequente: adj. infrequent
infreqüente	infreqüente: adj. infrequent
ingénuo	ingénuo: adj. naïve
ingênuo	ingênuo: adj. naïve
inglês	inglês: n. English, inglês: adj. English
ingresso	ingresso: n. income, ingresso: n. revenue
inicial	inicial: adj. initial
inicialmente	inicialmente: adv. initially
iniciar	iniciar: initiate, iniciar: pioneer
iniciativa	iniciativa: n. initiative
início	início: n. start
inimigo	inimigo: n. enemy
injustamente	injustamente: adv. unfairly
injustiça	injustiça: n. injustice
injusto	injusto: adj. unfair
inocência	inocência: n. innocence
inocente	inocente: adj. innocent
inovação	inovação: n. innovation
inovador	inovador: adj. innovative
inquérito	inquérito: n. interrogation
inquieto	inquieto: adj. restless
inquietude	inquietude: n. interest, inquietude: n. restlessness
insanidade	insanidade: n. insanity
inscrição	inscrição: n. registration
insecto	insecto: n. insect
insegurança	insegurança: n. insecurity
inseguro	inseguro: adj. unsure
inseto	inseto: n. insect
insignificante	insignificante: adj. insignificant, insignificante: adj. marginal
insistir	insistir: insist
insólito	insólito: adj. unusual
insónia	insónia: n.f. sleeplessness
insônia	insônia: n.f. sleeplessness
inspeção	inspeção: n. inspection
inspecção	inspecção: n. examination, inspecção: n. inspection
inspeccionar	inspeccionar: inspect
inspecionar	inspecionar: inspect
inspiração	inspiração: n. inspiration
inspirar	inspirar: inspire
instabilidade	instabilidade: n. unsteadiness
instalação	instalação: n. facility, instalação: n. installation
instalar	instalar: install, instalar: set up
instância	instância: n. instance
instante	instante: n. instant
instar	instar: urge
instável	instável: adj. unstable
instinto	instinto: n. instinct
institucional	institucional: adj. institutional
instituição	instituição: n. institution
instituto	instituto: n. high school, instituto: n. institute
instrução	instrução: n. instruction
instruir	instruir: instruct
instrumento	instrumento: n. instrument
insuficiente	insuficiente: adj. insufficient
insuficientemente	insuficientemente: adv. insufficiently
insultar	insultar: abuse
intacto	intacto: adj.m.sg. intact, intacto: adj.f.sg. intact, intacto: adj.m.pl. intact, intacto: adj.f.pl. intact, intacto: adj.GD.pl. intact, intacto: adj. intact
integração	integração: n. integration
integrar	integrar: integrate
integridade	integridade: n. integrity
inteiro	inteiro: adj. entire, inteiro: adj. whole
intelectual	intelectual: adj. intellectual
inteligência	inteligência: n. intelligence
inteligente	inteligente: adj. intelligent
intenção	intenção: n. intention
intensidade	intensidade: n. intensity
intensificar	intensificar: intensify
intensivo	intensivo: adj. intensive
intenso	intenso: adj. intense
interação	interação: n. interaction
interacção	interacção: n. interaction
interactivo	interactivo: adj. interactive
intercâmbio	intercâmbio: n. exchange
interceptar	interceptar: intercept
interessante	interessante: adj. interesting, interessante: adj. worthwhile
interesse	interesse: n. interest
interino	interino: adj. interim
interior	interior: n. inside, interior: n. interior, interior: adj. indoor, interior: adj. inner
interiormente	interiormente: adv. inwardly
interlocutor	interlocutor: n. speaker
internacional	internacional: adj. international
internet	internet: n. internet
interno	interno: adj. internal
interpor	interpor: interpose
interpretação	interpretação: n. interpretation, interpretação: n. performance
interpretar	interpretar: interpret, interpretar: play
intérprete	intérprete: n. interpreter, intérprete: n. performer, intérprete: n. player
interrogar	interrogar: interrogate
interrogatório	interrogatório: n. examination, interrogatório: n. interrogation
interromper	interromper: interrupt
interrupção	interrupção: n. interruption
intervalo	intervalo: n. interval
intervenção	intervenção: n. intervention
intervir	intervir: intervene, intervir: take part
intimidação	intimidação: n. intimidation
íntimo	íntimo: adj. intimate
intolerância	intolerância: n. intolerance
intolerável	intolerável: adj. intolerable
introduzir	introduzir: enter, introduzir: introduce
inumerável	inumerável: adj. innumerable
inúmero	inúmero: adj.m. countless, inúmero: adj.f. countless, inúmero: adj.GD. countless
inundação	inundação: n. flood, inundação: n. inundation
inundar	inundar: drown, inundar: flood, inundar: inundate
inútil	inútil: adj. useless
invasão	invasão: n. invasion
inveja	inveja: n. envy
invejar	invejar: envy
invenção	invenção: n. invention
inventar	inventar: invent
inventor	inventor: n. inventor
inverno	inverno: n. winter
inverso	inverso: adj. reverse
investidor	investidor: n. investor
investigação	investigação: n. enquiry, investigação: n. inquiry, investigação: n. investigation, investigação: n. research
investigar	investigar: investigate, investigar: research
investimento	investimento: n.m. investment
investir	investir: invest, investir: reverse
invisível	invisível: adj. invisible
invocar	invocar: invoke
involuntariamente	involuntariamente: adv. unintentionally
ira	ira: n. anger
iraniano	iraniano: adj. Iranian
iraquiano	iraquiano: adj. Iraqi
ir	ir: go, ir: proceed
irlandês	irlandês: n. Irish, irlandês: adj. Irish
irmão	irmão: n. brother, irmão: n. sister
irregularidade	irregularidade: n. irregularity
irregular	irregular: adj. irregular
irritação	irritação: n. irritation
islâmico	islâmico: adj. Islamic
isolar	isolar: isolate
israelense	israelense: n.mf. Israeli, israelense: adj.mf. Israeli
isso	isso: prn. this
isto é	isto é: adv. namely, isto é: adv. that is to say, isto é: adv. to wit
isto	isto: prn. this
italiano	italiano: n. Italian, italiano: adj. Italian
já	já: adv. already
jamais	jamais: adv. never
janeiro	janeiro: n. January
janela	janela: n. window
jantar	jantar: n.m. dinner
japonês	japonês: n. Japanese, japonês: adj. Japanese
já que	já que: cnjadv. for, já que: cnjadv. since
jardim	jardim: n. garden
jardineiro	jardineiro: n. gardener
jargão	jargão: n.m. slang
joelho	joelho: n.m. knee
jogador	jogador: n. player
jogar	jogar: play, jogar: throw
jogo	jogo: n. gambling, jogo: n. game, jogo: n. play
jóia	jóia: n. jewel, jóia: n. jewellery, jóia: n. jewellery, jóia: n. jewelry, jóia: n. jewelry
jornada	jornada: n. day
jornalismo	jornalismo: n. journalism
jornalista	jornalista: n. journalist
jornalístico	jornalístico: adj. journalistic
jornal	jornal: n. diary, jornal: n. newspaper
jovem	jovem: n. junior, jovem: n. youngster, jovem: adj. young
judeu	judeu: adj. Jewish
judicial	judicial: adj. judicial
judiciário	judiciário: adj.m. judicial, judiciário: adj.f. judicial
juiz	juiz: n. judge
julgamento	julgamento: n. judgement, julgamento: n. judgment, julgamento: n. trial
julgar	julgar: judge
julho	julho: n. July
junho	junho: n. June
junta	junta: n. board, junta: n. joint
juntamente	juntamente: adv. jointly
juntar	juntar: joint
junto	junto: adj. together
jurar	jurar: swear
jurídico	jurídico: adj. juridical
júri	júri: n. jury
juro	juro: n. interest
justamente	justamente: adv. precisely
justiça	justiça: n. justice
justificação	justificação: n. justification
justificar	justificar: justify
justificativa	justificativa: n. justification
justo	justo: adj. fair, justo: adj. just, justo: adv. just
juvenil	juvenil: adj. juvenile
juventude	juventude: n. youth
kg	kg: n. kg
kilo	kilo: n. kilo
km	km: n. km
lábio	lábio: n. lip
laboral	laboral: adj. labour, laboral: adj. occupational
laboratório	laboratório: n. lab, laboratório: n. laboratory
laço	laço: n. noose
lado	lado: n. side
ladrão	ladrão: n.GD. thief, ladrão: n.f. thief, ladrão: n.m. thief
lago	lago: n. lake
lágrima	lágrima: n. tear
laicismo	laicismo: n. laicism
lá	lá: adv. there
lamentar	lamentar: regret
lamentável	lamentável: adj. regrettable
lançamento	lançamento: n. launch
lançar	lançar: cast, lançar: launch, lançar: sling
largo	largo: adj.m.sg. broad, largo: adj.f.sg. broad, largo: adj.GD.pl. broad, largo: adj. broad, largo: adj.m.sg. wide, largo: adj.f.sg. wide, largo: adj.m.pl. wide, largo: adj.f.pl. wide, largo: adj.GD.pl. wide, largo: adj. wide
largura	largura: n. width
lar	lar: n.m. home
laser	laser: n. laser
lástima	lástima: n. pity, lástima: n. pity
lateral	lateral: adj. lateral
latino	latino: n. Latin, latino: adj. Latin
lavar	lavar: wash
lavrar	lavrar: plough
leão	leão: n. lion
legalidade	legalidade: n. lawfulness
legalizar	legalizar: legalize
legal	legal: adj. legal
legalmente	legalmente: adv. legally
legar	legar: bequeath
legislação	legislação: n. legislation
legislador	legislador: n. legislator
legislativo	legislativo: adj. legislative
legislatura	legislatura: n. legislature
legitimamente	legitimamente: adv. legitimately
legitimidade	legitimidade: n. legitimacy
legítimo	legítimo: adj. legitimate
leilão	leilão: n.m. auction
lei	lei: n. act, lei: n. law
leite	leite: n.m. milk
leito	leito: n. mulch
leitor	leitor: n. reader
leitura	leitura: n. reading
lema	lema: n. lemma
lembrar	lembrar: agree
lenço	lenço: n. tissue
lenda	lenda: n. legend
lenha	lenha: n. firewood
lentamente	lentamente: adv. slowly
lente	lente: n. lens
lentidão	lentidão: n. slowness
lento	lento: adj. slow
leque	leque: n. fan
ler	ler: read
lesão	lesão: n. injury
lestamente	lestamente: adv. slightly
letal	letal: adj. lethal
letra	letra: n. handwriting, letra: n. letter, letra: n. lyric
letreiro	letreiro: n. label
leucemia	leucemia: n. leukaemia
levantar	levantar: erect, levantar: raise
levar	levar: bring, levar: carry
leve	leve: adj. slight
levianamente	levianamente: adv. slightly
libanês	libanês: adj. Lebanese
liberalismo	liberalismo: n. liberalism
liberal	liberal: adj. liberal
liberar	liberar: discharge, liberar: free, liberar: release
liberdade	liberdade: n. freedom
libertação	libertação: n.f. release
libertar	libertar: free
lição	lição: n. lesson
licença	licença: n. licence, licença: n. license
lícito	lícito: adj. lawful, lícito: adj. licit
lida	lida: n.f. job, lida: n.f. work
liderança	liderança: n.f. leadership
líder	líder: n. leader
ligação	ligação: n. connection
ligar	ligar: connect
ligeiramente	ligeiramente: adv. lightly, ligeiramente: adv. slightly
ligeiro	ligeiro: adj. light, ligeiro: adj. lightweight
limiar	limiar: n. threshold
limitação	limitação: n. limitation
limitar	limitar: confine, limitar: limit
limite	limite: n. limit
limpar	limpar: clean, limpar: clear
limpeza	limpeza: n. cleaning
limpo	limpo: adj. clean, limpo: adj. net
língua	língua: n. language, língua: n. tongue
linguístico	linguístico: adj. linguistic
lingüístico	lingüístico: adj. linguistic
linha	linha: n. line
líquido	líquido: n. liquid, líquido: adj. liquid
listagem	listagem: n.f. listing
lista	lista: n. list
listar	listar: list
liteira	liteira: n. bunk
literalmente	literalmente: adv. literally
literário	literário: adj. literary
literatura	literatura: n. literature
litoral	litoral: adj. littoral, litoral: adj. longshore
litro	litro: n. liter, litro: n. litre
livraria	livraria: n. bookshop
livrar	livrar: rid
livre	livre: adj. free
livremente	livremente: adv. freely
livro	livro: n. book
lixo	lixo: n.m.sg. garbage, lixo: n.m.sg. garbage, lixo: n.m.sg. rubbish, lixo: n.m.pl. rubbish
localidade	localidade: n. seat, localidade: n. town
localização	localização: n. location
localizar	localizar: locate, localizar: trace
local	local: n. venue, local: adj. local
lógica	lógica: n. logic
logicamente	logicamente: adv. logically
lógico	lógico: adj. logical
logístico	logístico: adj. logistical
logo	logo: cnjadv. therefore, logo: adv. immediately
loja	loja: n. shop, loja: n. store
longe	longe: adv. far
longínquo	longínquo: adj. far
longitude	longitude: n. length
longo	longo: adj. lengthy, longo: adj. long
louco	louco: adj. crazy, louco: adj. mad
lua	lua: n. moon
lucro	lucro: n. attainment, lucro: n. lucre
lugar	lugar: n. place, lugar: n. site, lugar: n. spot
lume	lume: n.m. flame, lume: n.m. llama
luminoso	luminoso: adj. ligthful, luminoso: adj. luminous
lustre	lustre: n.m. lamp, lustre: n.m. light
luta	luta: n. fight, luta: n. struggle
lutar	lutar: fight, lutar: struggle
luto	luto: n. deceit
luva	luva: n.f. glove
luxo	luxo: n. luxury
luz	luz: n.f. lamp, luz: n.f. light
maçã	maçã: n. apple
machado	machado: n.m. axe
macieza	macieza: n. softness
macio	macio: adj. soft
madeira	madeira: n. wood
madrugada	madrugada: n. morning
madurar	madurar: mature
maduro	maduro: adj. mature, maduro: adj. ripe
mãe	mãe: n. mother
maestro	maestro: n.m.sg. master, maestro: n.f.sg. master, maestro: n.GD.pl. master, maestro: n.m.pl. master, maestro: n.f.pl. master, maestro: n.m.sg. master, maestro: n.f.sg. master, maestro: n.m.pl. master, maestro: n.f.pl. master, maestro: n.GD.pl. master, maestro: n.mf. teacher
máfia	máfia: n. mafia
magia	magia: n. magic
mágico	mágico: adj. magic
magistrado	magistrado: n. magistrate
magnata	magnata: n. tycoon
magnético	magnético: adj. magnetic
magnífico	magnífico: adj. glorious, magnífico: adj. magnificent, magnífico: adj. superb
magnitude	magnitude: n. magnitude
mago	mago: n. magician
maio	maio: n. May
maioria	maioria: n. majority
maioritariamente	maioritariamente: adv. for the most part, maioritariamente: adv. mostly
maior	maior: adj. great, maior: adj. main
mais cedo ou mais tarde	mais cedo ou mais tarde: adv. sooner or later
mais	mais: adv. any more, mais: adv. best, mais: adv. else, mais: adv. more, mais: adv. most
mais tarde	mais tarde: adv. by and by, mais tarde: adv. later, mais tarde: adv. later on
mala	mala: n. case, mala: n. suitcase
maldade	maldade: n. maliciousness
maldição	maldição: n. curse
maldito	maldito: adj. fucking
mal-estar	mal-estar: n. unrest
maleta	maleta: n. suitcase
maligno	maligno: adj. malignant
mal	mal: n. evil, mal: n. harm, mal: adv. badly, mal: adv. wrong
maltratar	maltratar: abuse
mancha	mancha: n. spot, mancha: n. stain
manchar	manchar: mark
manchete	manchete: n.m. holder
mandar	mandar: command
mandatário	mandatário: n. mandator
mandato	mandato: n. mandate
maneira	maneira: n. fashion, maneira: n. manner, maneira: n. manner, maneira: n. way, maneira: n. way
manejar	manejar: handle, manejar: operate
manhã	manhã: n.f. morning
manifestação	manifestação: n. demonstration
manifestante	manifestante: n. demonstrator
manifestar	manifestar: manifest
manifesto	manifesto: n. manifesto
manipulação	manipulação: n. manipulation
manipular	manipular: manipulate
manobra	manobra: n. manoeuvre
mansão	mansão: n. mansion
manter	manter: keep, manter: maintain
manto	manto: n. mantle
manuscrito	manuscrito: n. manuscript, manuscrito: adj. handwritten
manutenção	manutenção: n.f. maintenance
mão	mão: n. hand
mapa	mapa: n. chart, mapa: n. map
máquina	máquina: n. machine
maquinaria	maquinaria: n. machinery
maratona	maratona: n.f. marathon
maravilha	maravilha: n.f. wonder
maravilhoso	maravilhoso: adj. marvellous, maravilhoso: adj. wonderful
marca	marca: n. brand, marca: n. make, marca: n. mark, marca: n. trademark
marcar	marcar: mark, marcar: score
marcha	marcha: n. gear, marcha: n. march
marchar	marchar: leave
marco	marco: n. frame, marco: n. framework
março	março: n. March
maré	maré: n. tide
margem	margem: n.f. margin
marido	marido: n. husband
marinheiro	marinheiro: n. sailor
marinho	marinho: adj. marine
marítimo	marítimo: adj. maritime
marketing	marketing: n.m.sg. marketing
mar	mar: n.m. sea
marroquino	marroquino: adj. Moroccan
martírio	martírio: n. martyrdom
marxista	marxista: adj. Marxist
máscara	máscara: n. mask
masculino	masculino: adj. masculine
mas	mas: cnjcoo. but
massa	massa: n. mass, massa: n. mass
matar	matar: kill
matemático	matemático: adj. mathematical
material	material: n. material, material: n. stuff, material: adj. material
matéria	matéria: n. matter, matéria: n. subject, matéria: n. matter
maternidade	maternidade: n. motherhood
matiz	matiz: n. nuance
maturidade	maturidade: n. maturity
maturo	maturo: adj. mature
mau	mau: adj. bad, mau: adj. mean, mau: adj. nasty
mau-trato	mau-trato: n. maltreatment
máximo	máximo: adj. maximal, máximo: adj. maximum
mecânico	mecânico: adj. mechanical
mecanismo	mecanismo: n. machinery, mecanismo: n. mechanism
medalha	medalha: n. medal
mediação	mediação: n. mediation
média	média: n. average
mediante	mediante: pr. by means of
medicamento	medicamento: n. medicine
medicina	medicina: n. medicine
médico	médico: n.f. doctor, médico: n.m. doctor, médico: adj. medical
medida	medida: n. measure, medida: n. measurement, medida: n. size
médio	médio: adj. average, médio: adj. half
medir	medir: measure
medo	medo: n.m. fear
meia	meia: n.f. average, meia: n.f. sock
meia-noite	meia-noite: n. midnight
meigo	meigo: adj. tender
meio dia	meio dia: n. midday, meio dia: n. noon
meio	meio: n. environment, meio: n. means, meio: n. surroundings
melancólico	melancólico: adj. melancholic
melhora	melhora: n. improvement
melhorar	melhorar: improve
melhor	melhor: adj. good, melhor: adj. good
mel	mel: n.m. honey
membro	membro: n. fellow, membro: n. member
memória	memória: n. memory
menção	menção: n.f. quotation
mencionar	mencionar: mention
menino	menino: n. boy, menino: n. child, menino: n. girl, menino: n. infant, menino: n. kid
menor	menor: n. minor, menor: adj. lesser, menor: adj. minor
menos	menos: adv. least, menos: adv. less
mensageiro	mensageiro: n. messenger
mensagem	mensagem: n.f. message
mensal	mensal: adj. monthly
mentalidade	mentalidade: n. mentality
mental	mental: adj. mental
mentalmente	mentalmente: adv. mentally
mente	mente: n. mind
mentira	mentira: n. lie
meramente	meramente: adv. merely
mercado	mercado: n. market
mercadoria	mercadoria: n. commodity
mercantil	mercantil: adj. mercantile
merecer	merecer: deserve
mérito	mérito: n. merit
mesa	mesa: n. table
mês	mês: n. month
mesmo assim	mesmo assim: cnjadv. yet
mesmo	mesmo: adj. same, mesmo: adv. still, mesmo: adv. yet
mesmo que	mesmo que: cnjadv. although
metade	metade: n. half
metáfora	metáfora: n. metaphor
metálico	metálico: adj. metallic
metal	metal: n. metal
meta	meta: n.f. milestone
método	método: n. method
metrô	metrô: n. metre
metro	metro: n. metre, metro: n. subway, metro: n. tube
metropolitano	metropolitano: adj. metropolitan
meu	meu: det. my, meu: adj. mine
mexicano	mexicano: adj. Mexican
microfone	microfone: n. microphone
milagre	milagre: n. miracle
milénio	milénio: n. millennium
milênio	milênio: n. millennium
milha	milha: n. mile
milhão	milhão: n. million
milhar	milhar: num.mf.pl. ten hundred, milhar: num.mf.pl. thousand
milionário	milionário: n. millionaire
militante	militante: n. militant
militar	militar: adj. military
mil	mil: num.mf.sg. ten hundred, mil: num.mf.sg. thousand
mim	mim: prn. prpers
mina	mina: n. mine
mineiro	mineiro: n. miner
mínimo	mínimo: adj. minimal, mínimo: adj. minimum
ministerial	ministerial: adj. ministerial
ministério	ministério: n. ministry
ministro	ministro: n.m.sg. minister, ministro: n.f.sg. minister, ministro: n.GD.pl. minister, ministro: n.m.pl. minister, ministro: n.f.pl. minister, ministro: n.m.sg. minister, ministro: n.f.sg. minister, ministro: n.m.pl. minister, ministro: n.f.pl. minister, ministro: n.GD.pl. minister
minoritário	minoritário: adj. minoritary
minuto	minuto: n. minute
mirada	mirada: n.f. glance, mirada: n.f. look
miséria	miséria: n. pittance
missão	missão: n. mission
mistério	mistério: n. mystery
misterioso	misterioso: adj. mysterious
misto	misto: adj. mixed
mistura	mistura: n. melange, mistura: n. mix
misturar	misturar: mix
mítico	mítico: adj. mythical
mito	mito: n. myth
mobilização	mobilização: n. mobilization
moção	moção: n. motion
moço	moço: n. boy, moço: n. girl, moço: n. lad
modal	modal: adj. modal
moda	moda: n. fashion, moda: n. mode
modelo	modelo: n. model
moderar	moderar: moderate
modernização	modernização: n. modernization
moderno	moderno: adj. modern, moderno: adj. state-of-the-art
modesto	modesto: adj. modest
modificação	modificação: n. modification
modificar	modificar: modify
modo	modo: n.m. manner, modo: n.m. mode, modo: n.m. mood, modo: n.m. way
módulo	módulo: n. module
moeda	moeda: n. coin, moeda: n. currency
molécula	molécula: n. molecule
molestar	molestar: bother
molesto	molesto: adj. annoying
momento	momento: n. moment, momento: n.m. while
monarca	monarca: n. monarch
monetário	monetário: adj. monetary
monge	monge: n. monk
monopólio	monopólio: n. monopoly
monstro	monstro: n. monster
montanha	montanha: n. mountain
montante	montante: n. strut
montar	montar: mount, montar: set up
monte	monte: n. mount, monte: n.m. mountain
monumento	monumento: n. monument
moradia	moradia: n.f. house
morador	morador: n.m. inhabitant, morador: n.f. inhabitant
moralmente	moralmente: adv. morally
moral	moral: adj. moral
morar	morar: live
morder	morder: bite
morno	morno: adj. warm
morrer	morrer: die
mortalidade	mortalidade: n. mortality
mortal	mortal: adj. mortal
morteiro	morteiro: n. mortar
morte	morte: n.f. dead person, morte: n.f. death, morte: n.f. demise, morte: n.f. passing
morto	morto: adj. dead
mosca	mosca: n. fly
mosquito	mosquito: n. mosquito
mostra	mostra: n. sample
mostrar	mostrar: display, mostrar: show
mota	mota: n. motorbike
motivação	motivação: n. motivation
motivar	motivar: motivate
motivo	motivo: n. reason
moto	moto: n. motorbike
motorista	motorista: n.mf. driver
motor	motor: n. engine, motor: n. motor
móvel	móvel: adj. mobile, móvel: adj. removable
mover	mover: move, mover: shift
movimentar	movimentar: move
movimento	movimento: n. motion, movimento: n. move, movimento: n. movement
muçulmano	muçulmano: adj. Muslim
mudança	mudança: n.f. change, mudança: n.f. exchange, mudança: n.f. shift, mudança: n.f. swing, mudança: n.f. switch
mudar	mudar: capsize, mudar: change, mudar: shift
muito	muito: preadv. any, muito: preadv. very, muito: adv. a lot, muito: adv. awfully, muito: adv. dearly, muito: adv. greatly, muito: adv. hugely, muito: adv. much, muito: adv. very much
mulher	mulher: n. female, mulher: n. wife, mulher: n. woman
multa	multa: n. fine
multidão	multidão: n. crowd
multinacional	multinacional: n. multinational
multiplicar	multiplicar: multiply
múltiplo	múltiplo: adj.GD. multiple, múltiplo: adj.f. multiple, múltiplo: adj.m. multiple
mundial	mundial: adj. world, mundial: adj. world-wide
mundo	mundo: n. world
municipal	municipal: adj. municipal
município	município: n. municipality
muralha	muralha: n. rampart, muralha: n. wall
murmurar	murmurar: mutter
músculo	músculo: n. muscle
museu	museu: n. museum
musical	musical: adj. musical
músico	músico: n. musician
mútuo	mútuo: adj. mutual
nação	nação: n. nation
nacionalidade	nacionalidade: n. nationality
nacionalismo	nacionalismo: n. nationalism
nacional	nacional: adj. national
na contramão	na contramão: adv. against, na contramão: adv. vs
nada	nada: prn.tn.nt. anything, nada: prn.tn.nt. nothing, nada: adv. at all
nadar	nadar: swim
namorado	namorado: n. bridegroom
não	não: adv. no, não: adv. non, não: adv. not
nariz	nariz: n.m. nose
narrativo	narrativo: adj. narrative
nascer	nascer: be born
nascimento	nascimento: n. birth
natal	natal: adj. natal
naturalmente	naturalmente: adv. naturally, naturalmente: adv. of course
natural	natural: adj. natural
natureza	natureza: n. nature
naufrágio	naufrágio: n. shipwreck
naval	naval: adj. naval
navegação	navegação: n. navigation, navegação: n. sailing
navegante	navegante: n. seafarer
navegar	navegar: sail
nave	nave: n. building, nave: n. nave, nave: n. ship
navio	navio: n. fuselage
nazismo	nazismo: n. Nazism
necessariamente	necessariamente: adv. necessarily
necessário	necessário: adj. necessary
necessidade	necessidade: n. need
negar	negar: deny
negativa	negativa: n. refusal
negativo	negativo: adj. negative
negociação	negociação: n. negotiation
negociar	negociar: negotiate
negócio	negócio: n. bargain, negócio: n. business
negro	negro: n.m.sg. black, negro: n.f.sg. black, negro: n.GD.pl. black, negro: n.m.pl. black, negro: n.f.pl. black, negro: n.m.sg. black, negro: n.f.sg. black, negro: n.m.pl. black, negro: n.f.pl. black, negro: n.GD.pl. black, negro: adj.m.sg. black, negro: adj.f.sg. black, negro: adj.m.pl. black, negro: adj.f.pl. black, negro: adj.GD.pl. black, negro: adj. black
nem	nem: cnjcoo. neither, nem: cnjcoo. nor, nem: cnjcoo. or
nenhum	nenhum: det.ind.f.sg. any, nenhum: det.ind.m.sg. any, nenhum: det.ind.GD. either, nenhum: det.ind.GD. no, nenhum: prn.tn.m.sg. any, nenhum: prn.tn.f.sg. any, nenhum: prn.tn.m.pl. any, nenhum: prn.tn.f.pl. any, nenhum: prn.tn.GD. either, nenhum: prn.tn.GD. none
nen que	nen que: cnjadv. although
nervo	nervo: n. nerve
nervosismo	nervosismo: n. anxiety
nervoso	nervoso: adj. nervous
neto	neto: n. grandchild, neto: n. granddaughter, neto: n. grandson, neto: adj. clean
neurónio	neurónio: n.m. neuron
neurônio	neurônio: n.m. neuron
neutralizar	neutralizar: neutralize
neve	neve: n. snow
nigeriano	nigeriano: adj. Nigerian
ninguém	ninguém: prn.tn.mf.sg. anybody, ninguém: prn.tn.mf.sg. anyone, ninguém: prn.tn.mf.sg. no one, ninguém: prn.tn.mf.sg. nobody
ninho	ninho: n. nest
nível	nível: n. level
no alto	no alto: adv. above
nobre	nobre: adj. noble
nobreza	nobreza: n. nobility
nocturno	nocturno: adj. nocturnal
nodo	nodo: n. knot
noite	noite: n.f. evening, noite: n. night
noivo	noivo: n. bridegroom
no mais tardar	no mais tardar: adv. at the latest
no máximo	no máximo: adv. at most, no máximo: adv. at the maximum, no máximo: adv. at the most, no máximo: adv. at the very most
nomeação	nomeação: n.f. nomination
nomeadamente	nomeadamente: adv. on purpose
nomear	nomear: appoint, nomear: nominate
no meio	no meio: adv. in between, no meio: adv. in the middle
nome	nome: n. name
no mínimo	no mínimo: adv. at least
no ponto	no ponto: adv. at the point
no que diz respeito a	no que diz respeito a: pr. regarding
normalidade	normalidade: n. normality
normalização	normalização: n. normalization
normalmente	normalmente: adv. normally, normalmente: adv. ordinarily, normalmente: adv. usually
normal	normal: adj. normal, normal: adj. ordinary
norma	norma: n. norm
normativo	normativo: adj. normative
noroeste	noroeste: n. northwest
norte	norte: n. north
nosso	nosso: det. our, nosso: adj.pos.m.sg. ours, nosso: adj.pos.f.sg. ours, nosso: adj.pos.m.pl. ours, nosso: adj.pos.f.pl. ours
nostalgia	nostalgia: n. nostalgia
notadamente	notadamente: adv. mainly
nota	nota: n. grade, nota: n. note
notário	notário: n. notary
notar	notar: sense
notavelmente	notavelmente: adv. notably
notável	notável: adj. notable, notável: adj. remarkable
notícia	notícia: n. news
